조사서번호,화재발생년월일,읍면동,세부주소,대상(도로)명,지역대거리,지번동,지번리,도로명주소,위도,경도
'150922192040642,2015-09-22 16:45,충화면,'154- ,임야,0,충화면,팔충리,,0,0
'150927163553239,2015-09-27 14:14,부여읍,'238-4 ,화로본갈비,0,부여읍,구아리,석탑로41번길 6,0,0
'150928235614783,2015-09-28 20:44,부여읍,'570-5 한일종합카센터 // 정확지번,한일세차장,0,부여읍,쌍북리,성왕로 308,0,0
'150928235415183,2015-09-28 22:15,홍산면,'127-6 ,김광운-창고,0,홍산면,북촌리,홍산로 112-6,0,0
'150929144139916,2015-09-29 13:17,부여읍,' - 산 30-1번지,임야,0,부여읍,신정리,,0,0
'151004085150852,2015-10-04 4:59,초촌면,'260-4 ,기타,7.4,초촌면,송정리,,0,0
'151004123028047,2015-10-04 10:19,세도면,'419-10 ,세도농협 미곡처리장,0,세도면,간대리,,0,0
'151006104642613,2015-10-06 9:25,규암면,'254- ,우사,0,규암면,나복리,,0,0
'151008085230460,2015-10-08 7:57,부여읍,'2- ,자동차,0,부여읍,염창리,,0,0
'151011122231096,2015-10-11 10:09,장암면,'175-38 ,단독주택,0,장암면,상황리,위덕로 569,0,0
'151012131537118,2015-10-12 9:18,내산면,'302- (양계장),양계장,0,내산면,묘원리,,0,0
'151013190739774,2015-10-13 15:45,부여읍,'272-3 ,양계장,0,부여읍,능산리,,0,0
'151022211122464,2015-10-22 17:45,구룡면,'201-1 삼박골,콤바인,0,구룡면,죽절리,망해로74번길 2,0,0
'151025194329924,2015-10-25 17:26,외산면,'52-2 ,봉길동-1톤 화물차,3.9,외산면,가덕리,,0,0
'151103143334886,2015-11-03 13:05,임천면,'352- ,화목보일러실,0,임천면,가신리,가신로37번길 13,0,0
'151110040232514,2015-11-10 3:07,부여읍,'90- ,조대연-승용차,0,부여읍,군수리,성왕로36번길 13-2,0,0
'151118012254574,2015-11-17 22:00,세도면,'373-1 ,장학선-단독주택,0,세도면,반조원리,세도로409번길 16-19,0,0
'151118214251128,2015-11-18 19:37,석성면,'315-1 홍기영 댁,창고,3.2,석성면,증산리,증산천길 72-15,0,0
'151127111315899,2015-11-27 9:26,구룡면,'220-2 ,이종일 - 창고,0,구룡면,죽절리,망해로54번길 42-1,0,0
'151130143048382,2015-11-30 11:48,세도면,'607-1 축사 내 간이생활실,화장실 내 세탁기,0,세도면,청송리,세도로 119-10,0,0
'151201180212552,2015-12-01 16:37,남면,'67-7 공가,,0,남면,마정리,마정로 192,0,0
'151203070624397,2015-12-03 3:51,외산면,'306-1 (2구),정창희-단독주택,0,외산면,문신리,문신로 70-37,0,0
'151215005144661,2015-12-14 23:26,충화면,'602- ,단독주택,0,충화면,복금리,가림로178번길 21-4,0,0
'151215085542131,2015-12-15 7:11,부여읍,'113- 204동203호,쌍북아파트,0,부여읍,,성왕로328번길 15,0,0
'151217215215550,2015-12-17 18:34,외산면,'84-4 단독주택,황재석 주택,5,외산면,삼산리,삼산로 64,0,0
'151220141442281,2015-12-20 12:20,규암면,'430- ,신축공사장,0,규암면,합정리,백제문로 367,0,0
'151221022347733,2015-12-21 0:00,석성면,'652-2 ,남궁연풍창고,0,석성면,석성리,석성향교길 10-12,0,0
'151224093600973,2015-12-24 6:22,초촌면,'110-1 ,김민규-단독주택,1,초촌면,응평리,초촌로31번길 23-16,0,0
'151227203137948,2015-12-27 17:18,부여읍,'15-1 ,신자현 단독주택,0,부여읍,동남리,계백로 334-27,0,0
'151230111522687,2015-12-30 7:16,외산면,'474- ,이승문-단독주택,0,외산면,화성리,마동길 71-35,0,0
'151231202623748,2015-12-31 18:29,은산면,'59-2 나령리 1구 마을회관,오치순- 단독주택,0,은산면,나령리,충절로 3433,0,0
'160104212633368,2016-01-04 19:40,석성면,'1283-4 ,황제단란주점,0,석성면,증산리,왕릉로 714,0,0
'160107000328581,2016-01-06 21:08,세도면,'66-2 ,김종열 주택,5,세도면,사산리,의자로221번길 17,0,0
'160107193542619,2016-01-07 17:48,충화면,'82-13 화목보일러,화목보일러,6,충화면,가화리,양화북로 339,0,0
'160110071800075,2016-01-10 5:30,부여읍,'86- 비닐하우스(농기계창고),비닐하우스(농기계창고),0,부여읍,자왕리,삼충로376번길 17-4,0,0
'160112113539932,2016-01-12 8:54,세도면,'19-2 비닐하우스(토마토) 관리동,비닐하우스(토마토) 관리동,2.4,세도면,수고리,대흥로185번길 54,0,0
'160114113018687,2016-01-14 9:40,은산면,'67- 단독주택,단독주택,0,은산면,홍산리,충절로홍산1길 38-14,0,0
'160117154411321,2016-01-17 13:01,장암면,'507- ,백영순-단독주택,0,장암면,점상리,남성로718번길 54,0,0
'160119132128084,2016-01-19 11:36,부여읍,'1152-7 ,김유신 비닐하우스,0,부여읍,현북리,,0,0
'160122165926547,2016-01-22 15:24,장암면,'162-2 ,비닐하우스,0,장암면,합곡리,,0,0
'160123113304514,2016-01-23 9:38,부여읍,'488-1 ,남궁은미 - 모터,0,부여읍,용정리,백제문화로161번길 1-18,0,0
'160123200608924,2016-01-23 16:12,홍산면,'371-1 ,곽명규-컨테이너 창고,0,홍산면,교원리,대백제로 779-42,0,0
'160126033018884,2016-01-26 1:07,세도면,'28-106 비닐하우스,비닐하우스(복숭아),5.5,세도면,가회리,부흥로1100번길 3,0,0
'160128035409326,2016-01-28 3:00,부여읍,'253- 우영프라자 1층 여자화장실,여자화장실 쓰레기통,0,부여읍,구아리,사비로 86,0,0
'160128171638445,2016-01-28 14:16,초촌면,'6-12 외 3필지,가나종합(주),1.7,초촌면,신암리,신암로 382,0,0
'160207230533635,2016-02-07 15:28,홍산면,' - 320-5,임야,0,홍산면,홍양리,,0,0
'160207195134341,2016-02-07 16:17,충화면,'48-3 ,임야,0,충화면,만지리,,0,0
'160207203621288,2016-02-07 17:10,초촌면,'139-3 ,주택,3.7,초촌면,세탑리,세탑로40번길 82,0,0
'160208171058631,2016-02-08 13:56,임천면,'14-1 사유림(전주이씨종중산),사유림(전주이씨종중산),0,임천면,옥곡리,,0,0
'160208191442484,2016-02-08 18:12,남면,'907-1 ,기타,0,남면,송암리,,0,0
'160209143310771,2016-02-09 11:33,내산면,'31-1 임야(밭두렁),밭두렁,0,내산면,금지리,,0,0
'160209151314689,2016-02-09 12:27,초촌면,'450-2 둑방 갈대밭,둑방 갈대밭,0,초촌면,산직리,,0,0
'160209183857788,2016-02-09 16:15,홍산면,'291- 김영섭 밭,밭두렁,0,홍산면,무정리,조무로131번길 143-9,0,0
'160210161347318,2016-02-10 14:20,석성면,'81-2 야외,뒷들,0,석성면,정각리,왕릉로491번길 29,0,0
'160211152735432,2016-02-11 14:17,부여읍,'489-2 기타야외,기타야외 쓰레기,0,부여읍,정동리,,0,0
'160211221149425,2016-02-11 19:21,구룡면,'1001- 하천,임야(잡초),4,구룡면,용당리,,0,0
'160215190921663,2016-02-15 17:39,장암면,'594-3 주택 보일러실,화목보일러,0,장암면,합곡리,합곡동로 20,0,0
'160218122100110,2016-02-18 9:44,세도면,'24- ,비닐하우스,4.3,세도면,청포리,,0,0
'160221173519653,2016-02-21 15:35,부여읍,'100-10 임삼빈주택 마당,마당 쓰레기,0,부여읍,능산리,능안로 88,0,0
'160222234705447,2016-02-22 21:30,석성면,'1133-5 사비문광장,에쿠스승용차,0,석성면,증산리,,0,0
'160224124646333,2016-02-24 11:31,규암면,'108-8 ,기타,0,규암면,내리,,0,0
'160224214902694,2016-02-24 19:08,장암면,'379-6 외 2필지,비닐하우스,0,장암면,석동리,,0,0
'160225051936828,2016-02-25 0:58,장암면,'17-1 ,주택,0,장암면,상황리,위덕로527번길 53-16,0,0
'160225163053044,2016-02-25 13:24,장암면,'661-4 ,비닐하우스,0,장암면,합곡리,,0,0
'160225194729024,2016-02-25 18:14,남면,'38-2 하천둑방,둑방,0,남면,마정리,,0,0
'160301075923035,2016-03-01 6:16,세도면,'63- ,비닐하우스,5,세도면,청포리,,0,0
'160312181816290,2016-03-12 15:47,세도면,'41- ,임야,4.5,세도면,화수리,,0,0
'160312185249581,2016-03-12 16:47,부여읍,'173- ,시골통닭,0,부여읍,구아리,중앙로5번길 14-9,0,0
'160313181203036,2016-03-13 16:46,석성면,'1290-24 주택 뒤 텃밭,주택 뒤 텃밭,1,석성면,증산리,금백로585번길 23,0,0
'160314233443687,2016-03-14 22:01,구룡면,'67- 둑방,둑방,2.5,구룡면,금사리,,0,0
'160316160318025,2016-03-16 12:03,석성면,'11-265 ,임야,3.5,석성면,비당리,,0,0
'160316162930425,2016-03-16 13:33,내산면,'7-1 ,단독주택,1.9,내산면,천보리,홍내로 414,0,0
'160317130650527,2016-03-17 11:23,구룡면,'418-1 ,단독주택,2,구룡면,주정리,주정로 60-18,0,0
'160317133158126,2016-03-17 12:26,규암면,'98-21 ,전신주,0,규암면,반산리,,0,0
'160317201750347,2016-03-17 19:03,규암면,'46-1 밭두렁,밭두렁,0,규암면,반산리,,0,0
'160318004447217,2016-03-17 20:52,세도면,'3-2 황산대교 고수부지 갈대밭,갈대밭,5.4,세도면,청포리,,0,0
'160319162753849,2016-03-19 14:36,석성면,'66-2 버섯재배사,버섯재배사,1,석성면,증산리,증산로 76-5,0,0
'160321181622952,2016-03-21 17:23,부여읍,'97-1 ,기타-농기구,0,부여읍,군수리,,0,0
'160326055229032,2016-03-26 4:25,부여읍,'710-2 ,비닐하우스,0,부여읍,저석리,,0,0
'160327135145385,2016-03-27 12:39,부여읍,'366- ,기타-야적장,0,부여읍,쌍북리,,0,0
'160328162844051,2016-03-28 12:32,홍산면,'6-3  ,임야,0,홍산면,남촌리,,0,0
'160328165852348,2016-03-28 13:30,구룡면,'126- ,기타야외-공터,1.4,구룡면,논티리,구룡로 371,0,0
'160328174015258,2016-03-28 14:40,부여읍,'62- ,임야,0,부여읍,송간리,,0,0
'160329140720097,2016-03-29 12:31,규암면,'294-3 ,기타야외,0,규암면,금암리,,0,0
'160330163339022,2016-03-30 13:44,은산면,'350- 밭 외 2필지,임야(들불),0,은산면,합수리,,0,0
'160330210717892,2016-03-30 19:55,부여읍,'503- 비닐하우스(관리동),수박재배사 관리동,0,부여읍,염창리,동문로78번길 40,0,0
'160330223918723,2016-03-30 21:18,홍산면,'462- 북촌리 양계장 부근 논두렁,논두렁 쓰레기,0,홍산면,북촌리,,0,0
'160331142729642,2016-03-31 11:53,임천면,'541- ,기타,0,임천면,칠산리,칠산로 164-16,0,0
'160401130354637,2016-04-01 8:28,남면,'604-5 ,기타,3.9,남면,마정리,마정로23번길 25-14,0,0
'160401183111241,2016-04-01 15:54,부여읍,'62-4  외 1필지,주택,0,부여읍,구아리,성왕로 207-8,0,0
'160402160118639,2016-04-02 14:42,규암면,'428-22 삼성주유소 야적장 ,쓰레기,0,규암면,합송리,흥수로 665,0,0
'160402220305565,2016-04-02 18:51,부여읍,'547-6 ,기타-하천,0,부여읍,군수리,,0,0
'160402221845075,2016-04-02 20:35,내산면,'40-11 ,기타-도로변,2,내산면,주암리,,0,0
'160405125935554,2016-04-05 11:54,세도면,'259- ,조국연비닐하우스,3,세도면,동사리,,0,0
'160409171042724,2016-04-09 15:27,초촌면,'8-1 마을진입로 옆 언덕 ,진입로 옆 언덕 잡목 및 잡풀,4.5,초촌면,소사리,,0,0
'160412232233787,2016-04-12 19:32,장암면,'295- ,주택,0,장암면,하황리,의자로남산2길 69,0,0
'160415151401456,2016-04-15 14:36,규암면,'156-1 둑방,둑방 잡풀,0,규암면,나복리,,0,0
'160415231202611,2016-04-15 21:43,규암면,'198- 부여정보고 쓰레기 집하장,쓰레기 집하장,0,규암면,외리,충절로2316번길 24,0,0
'160416122610984,2016-04-16 10:19,초촌면,'393- ,주택,4.1,초촌면,신암리,신암로177번길 38-3,0,0
'160417053453318,2016-04-17 3:55,초촌면,'104-1 양송이제배사,버섯재배사,1.8,초촌면,송국리,선사로226번길 42-10,0,0
'160418210954796,2016-04-18 18:36,구룡면,'42- 창고,창고,2.6,구룡면,죽절리,망해로54번길 57,0,0
'160421184128033,2016-04-21 16:28,양화면,'179-6 ,전신주,0,양화면,수원리,,0,0
'160423181323724,2016-04-23 16:31,부여읍,'367-2 ,야적장,0,부여읍,송간리,저동로 132,0,0
'160430134628600,2016-04-30 11:54,남면,'489- 최동수댁 창고,창고,0,남면,송학리,송학로하조길 42-6,0,0
'160501142225747,2016-05-01 12:38,내산면,'401-4 ,주택,3.7,내산면,저동리,성충로693번길 6-5,0,0
'160507194746456,2016-05-07 17:41,임천면,'117-2 노상,오토바이,0,임천면,탑산리,,0,0
'160509194107871,2016-05-09 14:58,부여읍,'226-1 ,주택,0,부여읍,동남리,계백로 254-5,0,0
'160509195113784,2016-05-09 16:45,임천면,'3-2 주택,주택,0,임천면,비정리,충절로891번길 22,0,0
'160510170342336,2016-05-10 15:32,은산면,'352-2 노상,굴삭기,0,은산면,신대리,,0,0
'160510233648061,2016-05-10 22:12,양화면,'255-1 ,자동차,0,양화면,내성리,,0,0
'160515154526801,2016-05-15 13:22,석성면,'1071- 버섯재배사,양송이 버섯재배사,3,석성면,증산리,종북로 115-8,0,0
'160519105534685,2016-05-19 10:13,부여읍,'564-7 장미연립 B동 205호,연립주택,0,부여읍,쌍북리,월함로 7-4,0,0
'160521131946126,2016-05-21 11:35,양화면,'782-12 고사리밭,고사리,6.8,양화면,벽용리,,0,0
'160521164527455,2016-05-21 15:33,외산면,'13-1 산아래 잡풀,잡풀 및 쓰레기,0,외산면,반교리,,0,0
'160522145514366,2016-05-22 13:57,홍산면,'447-3 ,야적장,0,홍산면,교원리,,0,0
'160601131553821,2016-06-01 8:30,부여읍,'238-1 ,순원식당,0,부여읍,구아리,중앙로 14-13,0,0
'160611162342643,2016-06-11 14:21,세도면,'346- 공가 ,공가 옆 비닐하우스(창고),4.5,세도면,반조원리,세도로409번길 16-8,0,0
'160621132635002,2016-06-21 11:35,구룡면,'415-8 도로상,자동차,2,구룡면,금사리,,0,0
'160628102526750,2016-06-28 7:09,규암면,'571-1 ,백제명가영농조합법인,0,규암면,나복리,라복서로57번길 9-8,0,0
'160628151628577,2016-06-28 12:55,부여읍,'439- ,자동차,0,부여읍,구아리,부여로 6-6,0,0
'160628225044654,2016-06-28 21:02,양화면,'142-5 밭,농작소각물,4.5,양화면,수원리,양화서로 726,0,0
'160708171337903,2016-07-08 16:06,부여읍,'198- 백강파출소 앞 종로약국 인근,지상 변압기,0,부여읍,구아리,사비로 94,0,0
'160710214614223,2016-07-10 20:50,장암면,'622-2 ,정흥모 창고,0,장암면,원문리,,0,0
'160713075742295,2016-07-13 7:13,규암면,'913- ,기타-하수구,0,규암면,합송리,흥수로590번길 37-17,0,0
'160719131012065,2016-07-19 12:13,부여읍,'548-6 ,자동차-화물차,0,부여읍,동남리,,0,0
'160724172338642,2016-07-24 14:16,세도면,'443- ,기타,4.4,세도면,반조원리,세도로439번길 82-11,0,0
'160725054028313,2016-07-25 2:21,구룡면,'684-6 구봉교차로 옆,양계장,5,구룡면,구봉리,흥수로456번길 50-53,0,0
'160725183634359,2016-07-25 16:39,석성면,'24-2 김진식 주택 창고,일반창고,0,석성면,정각리,왕릉로 516-7,0,0
'160726065515520,2016-07-26 5:52,부여읍,'526- ,쓰레기,0,부여읍,동남리,성왕로 128-1,0,0
'160727215730685,2016-07-27 21:12,규암면,'55-5 ,쓰레기,0,규암면,외리,,0,0
'160804183011423,2016-08-04 17:30,은산면,'69-1 ,기타 - 기타야외,0,은산면,회곡리,,0,0
'160808100113034,2016-08-08 8:56,부여읍,'580-12 ,백도현 비닐하우스,0,부여읍,송곡리,,0,0
'160811140511118,2016-08-11 13:24,장암면,'660-2 ,기타야외,0,장암면,석동리,,0,0
'160814020240784,2016-08-14 0:42,옥산면,'459- 논주변 농로,쓰레기,0,옥산면,신안리,,0,0
'160817025506505,2016-08-16 23:42,외산면,'19-51 오고파미용실,오고파미용실,0,외산면,만수리,외산로 89,0,0
'160817152749594,2016-08-17 13:33,홍산면,'136-13 ,비닐하우스,0,홍산면,홍양리,,0,0
'160818160908319,2016-08-18 13:50,외산면,'42-39 ,기타건축물 - 전달수창고,0,외산면,화성리,,0,0
'160820010940834,2016-08-19 23:18,부여읍,'66-1 ,임야,0,부여읍,송곡리,,0,0
'160821085910860,2016-08-21 7:32,석성면,'292- ,기타(신이대),1.5,석성면,증산리,,0,0
'160821161606487,2016-08-21 14:58,부여읍,'588-3 ,기타건축물-비닐하우스,0,부여읍,가증리,,0,0
'160823014826924,2016-08-23 1:09,부여읍,'633-3 골목,쓰레기,0,부여읍,쌍북리,,0,0
'160823173526410,2016-08-23 15:17,석성면,'100-1 ,임야,3,석성면,증산리,,0,0
'160824221133400,2016-08-24 21:45,규암면,'694-1 일반도로변 ,쓰레기,0,규암면,신리,,0,0
'160826051453901,2016-08-26 2:23,홍산면,'228- ,구화춘주택,0,홍산면,교원리,홍내로21번길 58-1,0,0
'160827235118680,2016-08-27 22:10,규암면,'276- ,백제중학교,0,규암면,반산리,흥수로 759,0,0
'160901054739629,2016-08-31 21:38,부여읍,'304-2 하나투어여행사,하나투어여행사,0,부여읍,구아리,사비로72번길 4,0,0
'160903170747964,2016-09-03 13:20,양화면,'61- 야산(사유림),야산(사유림),0,양화면,수원리,,0,0
'160903175639355,2016-09-03 13:48,세도면,'7- 주택 뒤편 야산(사유림),야산(사유림),4.5,세도면,귀덕리,,0,0
'160903184227755,2016-09-03 15:25,초촌면,'337- 밭두렁,밭두렁,0,초촌면,초평리,,0,0
'160904153809290,2016-09-04 13:36,구룡면,'162-5 ,임야,1.7,구룡면,태양리,,0,0
'160909163328836,2016-09-09 13:14,옥산면,'25- ,임야,0,옥산면,학산리,,0,0
'160912153051181,2016-09-12 11:25,외산면,'58-5 ,야외 컨테이너,0,외산면,만수리,,0,0
'160914235106589,2016-09-14 22:31,부여읍,'421- 백제초등학교와 정림사지 사이 담,쓰레기,0,부여읍,동남리,계백로 321,0,0
'160915162424717,2016-09-15 14:08,세도면,'15-19 ,임야,2.4,세도면,청포리,,0,0
'160918125955346,2016-09-18 9:54,은산면,'149-3 이동인 주택,단독주택,0,은산면,용두리,지천로 987,0,0
'160920191601917,2016-09-20 17:57,부여읍,'523-6 차부떡방앗간,착유기,0,부여읍,동남리,성왕로 138-1,0,0
'160921130517016,2016-09-21 11:21,구룡면,'75-1 백제휴게소,자동차,0,구룡면,금사리,,0,0
'160921153955944,2016-09-21 15:07,구룡면,'558-1 ,기타-도로변,0,구룡면,구봉리,,0,0
'160924145810529,2016-09-24 14:04,규암면,'136-5 임병근 주택 마당,폐타이어,0,규암면,반산리,충절로 2354,0,0
'161001232410216,2016-10-01 20:01,내산면,'133- 부여백제휴게소 주차장,자동차,0,내산면,율암리,서천공주고속도로 26,0,0
'161015153607512,2016-10-15 13:11,내산면,'129-1 서천공주간 고속도로백제휴게소 인근 공주방면,차량,0,내산면,율암리,,0,0
'161015155921067,2016-10-15 13:30,부여읍,'76- 신애공업사,화장실,0,부여읍,중정리,금성로 177,0,0
'161016171749393,2016-10-16 11:43,초촌면,'6-5 외 1필지,주식회사 솔라인,1.9,초촌면,신암리,신암로 366-5,0,0
'161019062215024,2016-10-19 3:43,충화면,'882-9 외 1필지,비닐하우스,0,충화면,만지리,,0,0
'161025165605285,2016-10-25 14:59,규암면,'253- ,유통영농조합법인,0,규암면,반산리,흥수로797번길 23,0,0
'161103005712974,2016-11-02 22:30,남면,'656-2 ,주택,3.2,남면,마정리,남성로701번길 62,0,0
'161103150351715,2016-11-03 11:08,임천면,'463-10 노상,기타-폐싸이로,0,임천면,구교리,,0,0
'161107014441840,2016-11-06 19:39,양화면,'471- 원당교회  //,기독교 한국침레회 원당교회,3.1,양화면,원당리,양화동로 473-1,0,0
